source_organization,source_indicator_code,category_id,original_title,decision,player_title,reason,concept_group,recognizability_score,specificity_score
FAOSTAT,QCL:'01372:5312,,"Largest Cashew nuts, in shell harvested area",excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01706:5312,,"Largest Cow peas, dry harvested area",excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01314:5312,,Largest Dates harvested area,excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01314:5510,,Largest Dates production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01374:5312,,"Largest Hazelnuts, in shell harvested area",excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01374:5510,,"Largest Hazelnuts, in shell production",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'21117.01:5510,,"Largest Meat of camels, fresh or chilled production",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'21114:5510,,"Largest Meat of rabbits and hares, fresh or chilled production",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'21691.12:5510,,Largest Oil of linseed production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01349.20:5312,,Largest Other stone fruits harvested area,excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01349.20:5510,,Largest Other stone fruits production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01550:5312,,Largest Taro harvested area,excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'21159.02:5320,,"Most Edible offals of camels and other camelids, fresh, chilled or frozen producing animals",excluded,,Curated out: technical animal-input count rather than a clear player-facing outcome.,,,
FAOSTAT,QCL:'21519.02:5320,,Most Fat of camels producing animals,excluded,,Curated out: technical animal-input count rather than a clear player-facing outcome.,,,
FAOSTAT,QCL:'21117.01:5320,,"Most Meat of camels, fresh or chilled producing animals",excluded,,Curated out: technical animal-input count rather than a clear player-facing outcome.,,,
FAOSTAT,QCL:'01950.01:5412,,Highest Natural rubber in primary forms yield,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01349.20:5412,,Highest Other stone fruits yield,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01216:5312,,Largest Artichokes harvested area,excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01216:5510,,Largest Artichokes production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01706:5510,,"Largest Cow peas, dry production",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'21159.02:5510,,"Largest Edible offals of camels and other camelids, fresh, chilled or frozen production",excluded,,Curated out: obscure or technical commodity definition.,,,
FAOSTAT,QCL:'21519.02:5510,,Largest Fat of camels production,excluded,,Curated out: obscure or technical commodity definition.,,,
FAOSTAT,QCL:'01709.02:5312,,Largest Lupins harvested area,excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01709.02:5510,,Largest Lupins production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01950.01:5312,,Largest Natural rubber in primary forms harvested area,excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01950.01:5510,,Largest Natural rubber in primary forms production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'21691.02:5510,,Largest Oil of maize production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01491.01:5312,,Largest Oil palm fruit harvested area,excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01491.01:5510,,Largest Oil palm fruit production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01342.02:5312,,Largest Quinces harvested area,excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'22130.02:5510,,"Largest Whey, dry production",excluded,,Curated out: obscure or technical commodity definition.,,,
FAOSTAT,QCL:'22230.01:5510,,Largest Yoghurt production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'21114:5321,,"Most Meat of rabbits and hares, fresh or chilled producing animals",excluded,,Curated out: technical animal-input count rather than a clear player-facing outcome.,,,
FAOSTAT,QCL:'01447:5412,,Highest Castor oil seeds yield,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'22254:5510,,"Largest Cheese from milk of goats, fresh or processed production",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'22253:5510,,"Largest Cheese from milk of sheep, fresh or processed production",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01373:5312,,"Largest Chestnuts, in shell harvested area",excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01373:5510,,"Largest Chestnuts, in shell production",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'0232:5513,,"Largest Eggs from other birds in shell, fresh, n.e.c. production",excluded,,Curated out: obscure or technical commodity definition.,,,
FAOSTAT,QCL:'01352:5312,,Largest Kiwi fruit harvested area,excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01352:5510,,Largest Kiwi fruit production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'21119.90:5510,,"Largest Other meat of mammals, fresh or chilled production",excluded,,Curated out: obscure or technical commodity definition.,,,
FAOSTAT,QCL:'2165:5510,,Largest Palm oil production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01654:5412,,"Highest Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw yield",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01329:5412,,"Highest Other citrus fruit, n.e.c. yield",excluded,,Curated out: obscure or technical commodity definition.,,,
FAOSTAT,QCL:'01447:5312,,Largest Castor oil seeds harvested area,excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'22251.02:5510,,Largest Cheese from skimmed cow milk production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01599.10:5510,,"Largest Edible roots and tubers with high starch or inulin content, n.e.c., fresh production",excluded,,Curated out: obscure or technical commodity definition.,,,
FAOSTAT,QCL:'0232:5510,,"Largest Eggs from other birds in shell, fresh, n.e.c. production",excluded,,Curated out: obscure or technical commodity definition.,,,
FAOSTAT,QCL:'01199.02:5312,,Largest Mixed grain harvested area,excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01199.02:5510,,Largest Mixed grain production,excluded,,Curated out: obscure or technical commodity definition.,,,
FAOSTAT,QCL:'02293:5318,,Most Raw milk of camel milk-producing animals,excluded,,Curated out: technical animal-input count rather than a clear player-facing outcome.,,,
FAOSTAT,QCL:'01654:5312,,"Largest Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw harvested area",excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01654:5510,,"Largest Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw production",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01447:5510,,Largest Castor oil seeds production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01659:5312,,Largest Hop cones harvested area,excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01659:5510,,Largest Hop cones production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'21691.14:5510,,Largest Oil of palm kernel production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'2167:5510,,Largest Olive oil production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01491.02:5510,,Largest Palm kernels production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01709.02:5412,,Highest Lupins yield,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'02212:5510,,Largest Raw milk of buffalo production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'21123:5321,,"Most Meat of geese, fresh or chilled producing animals",excluded,,Curated out: technical animal-input count rather than a clear player-facing outcome.,,,
FAOSTAT,QCL:'01373:5412,,"Highest Chestnuts, in shell yield",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01929.02:5312,,"Largest True hemp, raw or retted harvested area",excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'22130.03:5510,,"Largest Whey, condensed production",excluded,,Curated out: obscure or technical commodity definition.,,,
FAOSTAT,QCL:'01659:5412,,Highest Hop cones yield,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01352:5412,,Highest Kiwi fruit yield,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'02153:5112,,Largest Geese stocks,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'02293:5510,,Largest Raw milk of camel production,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'21513:5320,,"Most Buffalo fat, unrendered producing animals",excluded,,Curated out: technical animal-input count rather than a clear player-facing outcome.,,,
FAOSTAT,QCL:'21152:5320,,"Most Edible offal of buffalo, fresh, chilled or frozen producing animals",excluded,,Curated out: technical animal-input count rather than a clear player-facing outcome.,,,
FAOSTAT,QCL:'21112:5320,,"Most Meat of buffalo, fresh or chilled producing animals",excluded,,Curated out: technical animal-input count rather than a clear player-facing outcome.,,,
FAOSTAT,QCL:'02951.03:5320,,Most Raw hides and skins of buffaloes producing animals,excluded,,Curated out: technical animal-input count rather than a clear player-facing outcome.,,,
FAOSTAT,QCL:'01216:5412,,Highest Artichokes yield,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'21112:5417,,"Highest Meat of buffalo, fresh or chilled yield",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01707:5412,,"Highest Pigeon peas, dry yield",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'02293:5417,,Highest Raw milk of camel yield,excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'21112:5510,,"Largest Meat of buffalo, fresh or chilled production",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01707:5312,,"Largest Pigeon peas, dry harvested area",excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'01707:5510,,"Largest Pigeon peas, dry production",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01929.02:5510,,"Largest True hemp, raw or retted production",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'21123:5424,,"Highest Meat of geese, fresh or chilled yield",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'02951.03:5417,,Highest Raw hides and skins of buffaloes yield,excluded,,Curated out: obscure or technical commodity definition.,,,
FAOSTAT,QCL:'21513:5510,,"Largest Buffalo fat, unrendered production",excluded,,Curated out: obscure or technical commodity definition.,,,
FAOSTAT,QCL:'21152:5510,,"Largest Edible offal of buffalo, fresh, chilled or frozen production",excluded,,Curated out: obscure or technical commodity definition.,,,
FAOSTAT,QCL:'02951.03:5510,,Largest Raw hides and skins of buffaloes production,excluded,,Curated out: obscure or technical commodity definition.,,,
FAOSTAT,QCL:'01929.01:5312,,"Largest Flax, raw or retted harvested area",excluded,,Curated out: harvested-area variants are redundant with production and yield.,,,
FAOSTAT,QCL:'21123:5510,,"Largest Meat of geese, fresh or chilled production",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'01929.01:5510,,"Largest Flax, raw or retted production",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
FAOSTAT,QCL:'22252:5510,,"Largest Cheese from milk of buffalo, fresh or processed production",excluded,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",,,
ILOSTAT,SDG_0111_SEX_AGE_RT_A,,Lowest working-poverty rate,approved,Lowest working-poverty rate,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",working-poverty-rate,88.0,90.0
ILOSTAT,EIP_NEET_SEX_RT_A,,Lowest youth NEET rate,approved,Lowest youth NEET rate,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",youth-neet-rate,88.0,90.0
ILOSTAT,LUU_XLU2_SEX_RT_A,,Lowest labor underutilization,excluded,,Curated out: technical composite labor-underutilization measure is not intuitive enough for general players.,,,
ILOSTAT,EMP_XTRU_SEX_RT_A,,Lowest time-related underemployment,excluded,,Curated out: narrow technical underemployment measure is too similar to broader labor-market categories.,,,
ILOSTAT,EMP_NIFL_SEX_RT_A,,Lowest informal-employment rate,approved,Lowest informal-employment rate,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",informal-employment-rate,86.0,88.0
ILOSTAT,SDG_0552_NOC_RT_A,,Highest share of women in management,approved,Highest share of women in management,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",women-in-management-share,90.0,90.0
ILOSTAT,HOW_UEES_SEX_NB_A,,Longest average working week,approved,Longest average working week,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",average-working-week,92.0,92.0
ILOSTAT,UNE_3EAP_SEX_AGE_DSB_RT_A,,Lowest youth unemployment rate,approved,Lowest youth unemployment rate,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",youth-unemployment-rate,90.0,90.0
ILOSTAT,ILR_CBCT_NOC_RT_A,,Highest collective-bargaining coverage,excluded,,Curated out: 2016 common year is too stale.,,,
Natural Earth,most-land-neighbors,,Most land-border neighbors,approved,Most land-border neighbors,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",land-border-neighbor-count,96.0,96.0
Natural Earth,most-separate-land-areas,,Most separate land areas,excluded,,Curated out: multipart-area count is sensitive to geometry treatment and is not intuitive enough for players.,,,
U.S. EIA,57:1,,Most crude oil produced,approved,Most crude oil produced,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",crude-oil-production,95.0,96.0
U.S. EIA,26:1,,Most natural gas produced,approved,Most natural gas produced,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",natural-gas-production,95.0,96.0
UN Comtrade,0803,,Largest banana exports,approved,Largest banana exports,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",banana-exports,94.0,96.0
UN Comtrade,7108,,Largest gold exports,approved,Largest gold exports,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",gold-exports,95.0,96.0
UN Comtrade,0902,,Largest tea exports,approved,Largest tea exports,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",tea-exports,94.0,96.0
UN Comtrade,1801,,Largest cocoa-bean exports,approved,Largest cocoa-bean exports,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",cocoa-bean-exports,94.0,96.0
UN Comtrade,2709,,Largest crude-oil exports,approved,Largest crude-oil exports,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",crude-oil-exports,95.0,96.0
UN Comtrade,1001,,Largest wheat exports,approved,Largest wheat exports,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",wheat-exports,94.0,96.0
UNESCO UIS,XGDP.FSGOV,,Highest education spending share of GDP,approved,Highest education spending share of GDP,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",education-spending-share-gdp,92.0,94.0
UNESCO UIS,GER.2T3,,Highest secondary-school enrollment,excluded,,Curated out: gross-enrollment ratios can exceed 100 percent and are less intuitive than completion measures.,,,
UNESCO UIS,GTVP.2T3.V,,Highest vocational enrollment share,approved,Highest vocational enrollment share,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",vocational-enrollment-share,88.0,90.0
UNESCO UIS,ROFST.1.CP,,Lowest primary out-of-school rate,excluded,,Curated out: near-inverse of the retained primary-school completion category.,,,
UNESCO UIS,GER.5T8,,Highest tertiary enrollment,excluded,,Curated out: gross-enrollment ratios can exceed 100 percent and are less intuitive than completion measures.,,,
UNESCO UIS,26637,,Most international students hosted,approved,Most international students hosted,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",international-students-hosted,94.0,94.0
UNESCO UIS,MOR.5T8.40505,,Highest outbound student mobility,approved,Highest outbound student mobility,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",outbound-student-mobility,88.0,88.0
UNESCO UIS,SCHBSP.1.WCOMPUT,,Highest school computer access,approved,Highest school computer access,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",school-computer-access,92.0,92.0
UNESCO UIS,FOSGP.5T8.F500600700,,Highest STEM graduate share,approved,Highest STEM graduate share,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",stem-graduate-share,92.0,92.0
UNESCO UIS,SCHBSP.1.WINTERN,,Highest school internet access,approved,Highest school internet access,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",school-internet-access,92.0,92.0
UNESCO UIS,REPR.1.G1.CP,,Lowest primary-school repetition rate,excluded,,Curated out: 2016 comparison year is too stale.,,,
UNESCO UIS,SCHBSP.1.WELEC,,Highest school electricity access,excluded,,Excluded after final playability review: severe ceiling clustering creates too many tied countries for a useful ranking.,,,
UNESCO UIS,SR.1.GLAST.CP,,Highest survival to the last grade of primary school,excluded,,Curated out: too similar to the retained primary-school completion category.,,,
UNESCO UIS,RESDEN.INHAB.TFTE,,Most researchers per million people,approved,Most researchers per million people,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",researchers-per-million,92.0,94.0
UNESCO UIS,SCHBSP.1.WWASH,,Highest school handwashing access,excluded,,Curated out: redundant with school sanitation and drinking-water access.,,,
UNESCO UIS,READ.LOWERSEC,,Highest lower-secondary reading proficiency,approved,Highest lower-secondary reading proficiency,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",lower-secondary-reading-proficiency,88.0,90.0
UNESCO UIS,SCHBSP.1.WTOILA,,Highest school sanitation access,excluded,,Excluded after final playability review: severe ceiling clustering creates too many tied countries for a useful ranking.,,,
UNESCO UIS,SCHBSP.1.WWATA,,Highest school drinking-water access,excluded,,Excluded after final playability review: the best broad common year is 2019 and the distribution is heavily tied.,,,
UNESCO UIS,LR.AG15T24,,Highest youth literacy rate,excluded,,Excluded after final playability review: common-year coverage is below the curated 60-country minimum.,,,
UNESCO UIS,MATH.LOWERSEC,,Highest lower-secondary mathematics proficiency,approved,Highest lower-secondary mathematics proficiency,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",lower-secondary-math-proficiency,88.0,90.0
UNESCO UIS,MATH.PRIMARY,,Highest primary mathematics proficiency,excluded,,Curated out: older and too similar to the retained lower-secondary mathematics category.,,,
UNESCO UIS,LR.AG15T99,,Highest adult literacy rate,excluded,,Curated out: older and lower-coverage than youth literacy.,,,
UNESCO UIS,READ.PRIMARY,,Highest primary reading proficiency,excluded,,Curated out: lower coverage and too similar to the retained lower-secondary reading category.,,,
UNHCR,population:coa:stateless,,Most stateless people,approved,Most stateless people,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",stateless-population,94.0,96.0
UNHCR,solutions:coo:returned_refugees,,Most refugees returned home,approved,Most refugees returned home,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",returned-refugees,92.0,94.0
UNHCR,population:coa:idps,,Most internally displaced people,excluded,,"Excluded after final playability review: only 38 countries have a common-year observation, and missing countries cannot safely be treated as zero.",,,
UNHCR,population:coa:oip,,Most other people needing international protection,excluded,,Curated out: broad residual protection category is not sufficiently intuitive or comparable.,,,
UNHCR,solutions:coa:returned_idps,,Most internally displaced people returned,excluded,,Curated out: very low coverage and a narrow flow measure.,,,
WHO,WSH_WATER_SAFELY_MANAGED,,Highest safely managed drinking-water access,approved,Highest safely managed drinking-water access,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",safely-managed-drinking-water,94.0,94.0
WHO,WSH_SANITATION_SAFELY_MANAGED,,Highest safely managed sanitation access,approved,Highest safely managed sanitation access,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",safely-managed-sanitation,94.0,94.0
WHO,WHOSIS_000001,,Highest life expectancy,excluded,,Curated out: duplicate of the retained higher-coverage World Bank life-expectancy category.,,,
WHO,HWF_0006,,Highest nurse and midwife density,approved,Highest nurse and midwife density,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",nurse-midwife-density,92.0,94.0
WHO,HWF_0001,,Highest doctor density,excluded,,"Excluded after final playability review: the broad common year is 2018, outside GeoStats' 2022-current data policy.",,,
WHO,WHOSIS_000002,,Highest healthy life expectancy,excluded,,Curated out: too similar to life expectancy and less intuitive for general players.,,,
WHO,HWF_0014,,Highest pharmacist density,excluded,,Curated out: narrower and less recognizable than retained doctor and nurse-density measures.,,,
WHO,UHC_AVAILABILITY_SCORE,,Highest universal-health-coverage score,excluded,,Curated out: composite score is less transparent and interpretable than direct health-access measures.,,,
WHO,NCD_HYP_PREVALENCE_A,,Lowest high-blood-pressure rate,excluded,,"Excluded after final playability review: the broad common year is 2019, outside GeoStats' 2022-current data policy.",,,
WHO,MH_12,,Lowest suicide rate,excluded,,Curated out: international suicide-rate comparisons remain vulnerable to uneven registration and underreporting.,,,
WHO,SA_0000001438,,Lowest cancer death rate,excluded,,Curated out: 2004 comparison year is too stale.,,,
WHO,MALARIA_EST_INCIDENCE,,Lowest malaria incidence,approved,Lowest malaria incidence,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",malaria-incidence,92.0,92.0
WHO,SA_0000001807_AA,,Lowest alcohol-attributable death rate,excluded,,Curated out: model-heavy attributable-mortality measure is too indirect for gameplay.,,,
WHO,SA_0000001440,,Lowest diabetes death rate,excluded,,Curated out: 2004 comparison year is too stale.,,,
WHO,RS_198,,Lowest road-traffic death rate,excluded,,"Excluded after final playability review: the broad common year is 2021, outside GeoStats' 2022-current data policy.",,,
WHO,MDG_0000000025,,Highest skilled birth-attendance rate,excluded,,"Excluded after final playability review: the broad common year is 2019, outside GeoStats' 2022-current data policy.",,,
WHO,WSH_HYGIENE_BASIC,,Highest handwashing access,excluded,,"Excluded after final playability review: the broad common year is 2019, outside GeoStats' 2022-current data policy.",,,
WHO,WHS4_154,,Highest antenatal-care coverage,excluded,,"Excluded after final playability review: the broad common year is 2019, outside GeoStats' 2022-current data policy.",,,
WHO,Yth_curr_cig_smoking,,Lowest cigarette-smoking rate,excluded,,Curated out: low coverage and survey self-reporting make cross-country comparisons too uneven.,,,
WHO,GDO_q9x1_3,,Highest hospital-bed density,excluded,,Curated out: low coverage and stale reporting year.,,,
World Bank,SP.URB.TOTL.IN.ZS,,Highest urban population share,excluded,,Curated out: exact complement of the retained rural-population-share category.,,,
World Bank,EN.GHG.CH4.MT.CE.AR5,,Highest methane emissions,approved,Highest methane emissions,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",methane-emissions-total,94.0,94.0
