category_id,title,source_organization,source_indicator_code,prior_editorial_status,prior_validation_status,prior_ranking_completeness_status,prior_primary_blocker,prior_blocker_class,v16_2_2_decision,rationale
worldbank-catalog:ic-bre-lb-p2,Highest b-READY: Labor Pillar 2: Adequacy of Public Services for Labor,World Bank,IC.BRE.LB.P2,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-bre-lb-p3,Highest b-READY: Labor Pillar 3: Operational Efficiency of Labor Regulations and Public Services in Practice,World Bank,IC.BRE.LB.P3,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-bre-mc-p1,Highest b-READY: Market Competition Pillar 1: Quality of Regulations that Promote Market Competition,World Bank,IC.BRE.MC.P1,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-bre-mc-p2,Highest b-READY: Market Competition Pillar 2: Public Services that Promote Market Competition,World Bank,IC.BRE.MC.P2,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-bre-mc-p3,Highest b-READY: Market Competition Pillar 3: Implementation of Key Services Promoting Market Competition,World Bank,IC.BRE.MC.P3,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-bre-p1-rf,Highest b-READY: Pillar 1: Regulatory Framework,World Bank,IC.BRE.P1.RF,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-bre-p2-ps,Highest b-READY: Pillar 2: Public Services,World Bank,IC.BRE.P2.PS,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-bre-p3-oe,Highest b-READY: Pillar 3: Operational Efficiency,World Bank,IC.BRE.P3.OE,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-bre-tx-p1,Highest b-READY: Taxation Pillar 1: Quality of Regulations on Taxation,World Bank,IC.BRE.TX.P1,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-bre-tx-p2,Highest b-READY: Taxation Pillar 2: Public Services Provided by the Tax Administration,World Bank,IC.BRE.TX.P2,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-bre-tx-p3,Highest b-READY: Taxation Pillar 3: Operational Efficiency of Tax Systems in Practice,World Bank,IC.BRE.TX.P3,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-bre-us-p1,Highest b-READY: Utility Services Pillar 1: Quality of Regulations on Utility Services,World Bank,IC.BRE.US.P1,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-bre-us-p2,Highest b-READY: Utility Services Pillar 2: Quality of Governance and Transparency of Utility Services,World Bank,IC.BRE.US.P2,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-bre-us-p3,Highest b-READY: Utility Services Pillar 3: Operational Efficiency of Utility Service Provision,World Bank,IC.BRE.US.P3,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-cus-durs-ex,Largest average time to clear exports through customs,World Bank,IC.CUS.DURS.EX,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-cus-durs-im,Largest average time to clear imports through customs,World Bank,IC.CUS.DURS.IM,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-elc-durs,Highest time to obtain an electrical connection,World Bank,IC.ELC.DURS,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-elc-outg-zs,Highest firms experiencing electrical outages,World Bank,IC.ELC.OUTG.ZS,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-frm-bkwc-zs,Highest firms using banks to finance working capital,World Bank,IC.FRM.BKWC.ZS,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-frm-bnkl-zs,Highest firms with a bank loan/line of credit,World Bank,IC.FRM.BNKL.ZS,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-frm-bnks-zs,Highest firms using banks to finance investment,World Bank,IC.FRM.BNKS.ZS,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-frm-brib-zs,Highest bribery incidence,World Bank,IC.FRM.BRIB.ZS,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-frm-cdp-zs,Highest firms that use a third party to resolve commercial disputes,World Bank,IC.FRM.CDP.ZS,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-frm-cmpu-zs,Highest firms competing against unregistered firms,World Bank,IC.FRM.CMPU.ZS,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-frm-co2-zs,Highest firms monitoring own CO2 emissions,World Bank,IC.FRM.CO2.ZS,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-frm-corr-zs,Highest informal payments to public officials,World Bank,IC.FRM.CORR.ZS,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-frm-crdc-fl-zs,Highest firms that are fully credit constrained,World Bank,IC.FRM.CRDC.FL.ZS,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-frm-crdc-pt-zs,Highest firms that are partially credit constrained,World Bank,IC.FRM.CRDC.PT.ZS,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-frm-durs,Highest time required to obtain an operating license,World Bank,IC.FRM.DURS,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-frm-engm-zs,Highest firms adopting energy management measures to reduce emissions,World Bank,IC.FRM.ENGM.ZS,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-frm-exs-zs,Highest firms exporting directly at least 10% of sales,World Bank,IC.FRM.EXS.ZS,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-frm-femm-zs,Highest firms with female top manager,World Bank,IC.FRM.FEMM.ZS,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-frm-femo-zs,Highest firms with female participation in ownership,World Bank,IC.FRM.FEMO.ZS,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-frm-fo-zs,Highest firms with at least 10% foreign ownership,World Bank,IC.FRM.FO.ZS,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-frm-freg-zs,Highest firms formally registered when operations started,World Bank,IC.FRM.FREG.ZS,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-frm-lotm-zs,Highest firms where largest owner is also the top manager,World Bank,IC.FRM.LOTM.ZS,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-frm-metg-zs,Highest firms visited or required meetings with tax officials,World Bank,IC.FRM.METG.ZS,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-frm-nprd-zs,"Highest firms that introduced a new product/service and process, and spent on R&D",World Bank,IC.FRM.NPRD.ZS,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-frm-outg-zs,Highest value lost due to electrical outages,World Bank,IC.FRM.OUTG.ZS,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-frm-taxe-zs,Highest firms filling taxes electronically,World Bank,IC.FRM.TAXE.ZS,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-frm-trng-zs,Highest firms offering formal training,World Bank,IC.FRM.TRNG.ZS,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-gov-durs-zs,Highest time spent dealing with the requirements of government regulations,World Bank,IC.GOV.DURS.ZS,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-tax-gift-zs,Highest firms expected to give gifts in meetings with tax officials,World Bank,IC.TAX.GIFT.ZS,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ic-tax-metg,Largest number of visits or required meetings with tax officials,World Bank,IC.TAX.METG,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ie-ppi-engy-cd,Highest investment in energy with private participation,World Bank,IE.PPI.ENGY.CD,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ie-ppi-icti-cd,Highest investment in ICT with private participation,World Bank,IE.PPI.ICTI.CD,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ie-ppi-tran-cd,Highest investment in transport with private participation,World Bank,IE.PPI.TRAN.CD,pending,failed,non_comprehensive,Official-source value and ranking audit has not completed.,source_audit_pending,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ie-ppi-watr-cd,Highest investment in water and sanitation with private participation,World Bank,IE.PPI.WATR.CD,pending,failed,non_comprehensive,Official-source value and ranking audit has not completed.,source_audit_pending,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ie-ppn-engy-cd,Highest public private partnerships investment in energy,World Bank,IE.PPN.ENGY.CD,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ie-ppn-icti-cd,Highest public private partnerships investment in ICT,World Bank,IE.PPN.ICTI.CD,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ie-ppn-tran-cd,Highest public private partnerships investment in transport,World Bank,IE.PPN.TRAN.CD,pending,failed,non_comprehensive,Official-source value and ranking audit has not completed.,source_audit_pending,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ie-ppn-watr-cd,Highest public private partnerships investment in water and sanitation,World Bank,IE.PPN.WATR.CD,pending,failed,non_comprehensive,Official-source value and ranking audit has not completed.,source_audit_pending,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:iq-cpa-breg-xq,Highest cPIA business regulatory environment rating,World Bank,IQ.CPA.BREG.XQ,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:iq-cpa-debt-xq,Highest cPIA debt policy rating,World Bank,IQ.CPA.DEBT.XQ,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:iq-cpa-econ-xq,Highest cPIA economic management cluster average,World Bank,IQ.CPA.ECON.XQ,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:iq-cpa-envr-xq,Highest cPIA policy and institutions for environmental sustainability rating,World Bank,IQ.CPA.ENVR.XQ,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:iq-cpa-finq-xq,Highest cPIA quality of budgetary and financial management rating,World Bank,IQ.CPA.FINQ.XQ,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:iq-cpa-fins-xq,Highest cPIA financial sector rating,World Bank,IQ.CPA.FINS.XQ,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:iq-cpa-fisp-xq,Highest cPIA fiscal policy rating,World Bank,IQ.CPA.FISP.XQ,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:iq-cpa-gndr-xq,Highest cPIA gender equality rating,World Bank,IQ.CPA.GNDR.XQ,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:iq-cpa-hres-xq,Highest cPIA building human resources rating,World Bank,IQ.CPA.HRES.XQ,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:iq-cpa-macr-xq,Highest cPIA macroeconomic management rating,World Bank,IQ.CPA.MACR.XQ,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:iq-cpa-padm-xq,Highest cPIA quality of public administration rating,World Bank,IQ.CPA.PADM.XQ,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:iq-cpa-pres-xq,Highest cPIA equity of public resource use rating,World Bank,IQ.CPA.PRES.XQ,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:iq-cpa-prop-xq,Highest cPIA property rights and rule-based governance rating,World Bank,IQ.CPA.PROP.XQ,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:iq-cpa-prot-xq,Highest cPIA social protection rating,World Bank,IQ.CPA.PROT.XQ,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:iq-cpa-pubs-xq,Highest cPIA public sector management and institutions cluster average,World Bank,IQ.CPA.PUBS.XQ,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:iq-cpa-revn-xq,Highest cPIA efficiency of revenue mobilization rating,World Bank,IQ.CPA.REVN.XQ,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:iq-cpa-soci-xq,Highest cPIA policies for social inclusion/equity cluster average,World Bank,IQ.CPA.SOCI.XQ,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:iq-cpa-strc-xq,Highest cPIA structural policies cluster average,World Bank,IQ.CPA.STRC.XQ,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:iq-cpa-trad-xq,Highest cPIA trade rating,World Bank,IQ.CPA.TRAD.XQ,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:iq-cpa-tran-xq,"Highest cPIA transparency, accountability, and corruption in the public sector rating",World Bank,IQ.CPA.TRAN.XQ,pending,unable_to_verify,non_comprehensive,"Player-facing title, description, or unit needs a clearer rewrite.",copy_or_semantic_rewrite,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:is-shp-good-tu,Highest container port traffic,World Bank,IS.SHP.GOOD.TU,pending,verified,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ms-mil-xpnd-cn,Highest military expenditure,World Bank,MS.MIL.XPND.CN,pending,verified,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,rejected,"v16.2.2 catalog review: removed from the unresolved backlog because the concept is too technical, duplicative, narrow, weakly comparable, or insufficiently useful for GeoStats."
worldbank-catalog:ms-mil-xprt-kd,Largest arms exports,World Bank,MS.MIL.XPRT.KD,pending,unable_to_verify,non_comprehensive,One or more omitted countries could plausibly alter the meaningful top ranking.,ranking_completeness,needs_discussion,"v16.2.2 catalog review: worthwhile concept, but source coverage/audit or comparability needs focused follow-up before gameplay."
