source_organization,source_indicator_code,previous_title,previous_decision,content_decision,player_title,plain_language_description,immediate_comprehension_score,gameplay_interest_score,uniqueness_score,reason,player_link_status,player_link_reason
FAOSTAT,QCL:'01950.01:5510,Largest Natural rubber in primary forms production,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'21691.02:5510,Largest Oil of maize production,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01491.01:5312,Largest Oil palm fruit harvested area,excluded,excluded,,,,,,Curated out: harvested-area variants are redundant with production and yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01491.01:5510,Largest Oil palm fruit production,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01342.02:5312,Largest Quinces harvested area,excluded,excluded,,,,,,Curated out: harvested-area variants are redundant with production and yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'22130.02:5510,"Largest Whey, dry production",excluded,excluded,,,,,,Curated out: obscure or technical commodity definition.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'22230.01:5510,Largest Yoghurt production,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'21114:5321,"Most Meat of rabbits and hares, fresh or chilled producing animals",excluded,excluded,,,,,,Curated out: technical animal-input count rather than a clear player-facing outcome.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01447:5412,Highest Castor oil seeds yield,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'22254:5510,"Largest Cheese from milk of goats, fresh or processed production",excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'22253:5510,"Largest Cheese from milk of sheep, fresh or processed production",excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01373:5312,"Largest Chestnuts, in shell harvested area",excluded,excluded,,,,,,Curated out: harvested-area variants are redundant with production and yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01373:5510,"Largest Chestnuts, in shell production",excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'0232:5513,"Largest Eggs from other birds in shell, fresh, n.e.c. production",excluded,excluded,,,,,,Curated out: obscure or technical commodity definition.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01352:5312,Largest Kiwi fruit harvested area,excluded,excluded,,,,,,Curated out: harvested-area variants are redundant with production and yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01352:5510,Largest Kiwi fruit production,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'21119.90:5510,"Largest Other meat of mammals, fresh or chilled production",excluded,excluded,,,,,,Curated out: obscure or technical commodity definition.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'2165:5510,Largest Palm oil production,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01654:5412,"Highest Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw yield",excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01329:5412,"Highest Other citrus fruit, n.e.c. yield",excluded,excluded,,,,,,Curated out: obscure or technical commodity definition.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01447:5312,Largest Castor oil seeds harvested area,excluded,excluded,,,,,,Curated out: harvested-area variants are redundant with production and yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'22251.02:5510,Largest Cheese from skimmed cow milk production,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01599.10:5510,"Largest Edible roots and tubers with high starch or inulin content, n.e.c., fresh production",excluded,excluded,,,,,,Curated out: obscure or technical commodity definition.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'0232:5510,"Largest Eggs from other birds in shell, fresh, n.e.c. production",excluded,excluded,,,,,,Curated out: obscure or technical commodity definition.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01199.02:5312,Largest Mixed grain harvested area,excluded,excluded,,,,,,Curated out: harvested-area variants are redundant with production and yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01199.02:5510,Largest Mixed grain production,excluded,excluded,,,,,,Curated out: obscure or technical commodity definition.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'02293:5318,Most Raw milk of camel milk-producing animals,excluded,excluded,,,,,,Curated out: technical animal-input count rather than a clear player-facing outcome.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01654:5312,"Largest Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw harvested area",excluded,excluded,,,,,,Curated out: harvested-area variants are redundant with production and yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01654:5510,"Largest Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw production",excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01447:5510,Largest Castor oil seeds production,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01659:5312,Largest Hop cones harvested area,excluded,excluded,,,,,,Curated out: harvested-area variants are redundant with production and yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01659:5510,Largest Hop cones production,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'21691.14:5510,Largest Oil of palm kernel production,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'2167:5510,Largest Olive oil production,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01491.02:5510,Largest Palm kernels production,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01709.02:5412,Highest Lupins yield,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'02212:5510,Largest Raw milk of buffalo production,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'21123:5321,"Most Meat of geese, fresh or chilled producing animals",excluded,excluded,,,,,,Curated out: technical animal-input count rather than a clear player-facing outcome.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01373:5412,"Highest Chestnuts, in shell yield",excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01929.02:5312,"Largest True hemp, raw or retted harvested area",excluded,excluded,,,,,,Curated out: harvested-area variants are redundant with production and yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'22130.03:5510,"Largest Whey, condensed production",excluded,excluded,,,,,,Curated out: obscure or technical commodity definition.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01659:5412,Highest Hop cones yield,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01352:5412,Highest Kiwi fruit yield,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'02153:5112,Largest Geese stocks,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'02293:5510,Largest Raw milk of camel production,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'21513:5320,"Most Buffalo fat, unrendered producing animals",excluded,excluded,,,,,,Curated out: technical animal-input count rather than a clear player-facing outcome.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'21152:5320,"Most Edible offal of buffalo, fresh, chilled or frozen producing animals",excluded,excluded,,,,,,Curated out: technical animal-input count rather than a clear player-facing outcome.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'21112:5320,"Most Meat of buffalo, fresh or chilled producing animals",excluded,excluded,,,,,,Curated out: technical animal-input count rather than a clear player-facing outcome.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'02951.03:5320,Most Raw hides and skins of buffaloes producing animals,excluded,excluded,,,,,,Curated out: technical animal-input count rather than a clear player-facing outcome.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01216:5412,Highest Artichokes yield,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'21112:5417,"Highest Meat of buffalo, fresh or chilled yield",excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01707:5412,"Highest Pigeon peas, dry yield",excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'02293:5417,Highest Raw milk of camel yield,excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'21112:5510,"Largest Meat of buffalo, fresh or chilled production",excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01707:5312,"Largest Pigeon peas, dry harvested area",excluded,excluded,,,,,,Curated out: harvested-area variants are redundant with production and yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01707:5510,"Largest Pigeon peas, dry production",excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01929.02:5510,"Largest True hemp, raw or retted production",excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'21123:5424,"Highest Meat of geese, fresh or chilled yield",excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'02951.03:5417,Highest Raw hides and skins of buffaloes yield,excluded,excluded,,,,,,Curated out: obscure or technical commodity definition.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'21513:5510,"Largest Buffalo fat, unrendered production",excluded,excluded,,,,,,Curated out: obscure or technical commodity definition.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'21152:5510,"Largest Edible offal of buffalo, fresh, chilled or frozen production",excluded,excluded,,,,,,Curated out: obscure or technical commodity definition.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'02951.03:5510,Largest Raw hides and skins of buffaloes production,excluded,excluded,,,,,,Curated out: obscure or technical commodity definition.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01929.01:5312,"Largest Flax, raw or retted harvested area",excluded,excluded,,,,,,Curated out: harvested-area variants are redundant with production and yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'21123:5510,"Largest Meat of geese, fresh or chilled production",excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01929.01:5510,"Largest Flax, raw or retted production",excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'22252:5510,"Largest Cheese from milk of buffalo, fresh or processed production",excluded,excluded,,,,,,"Curated out: current coverage or quality is below the specialty-category standard, or the commodity is too narrow relative to the retained FAOSTAT library.",not_applicable,Previously excluded from the catalog.
ILOSTAT,SDG_0111_SEX_AGE_RT_A,Lowest working-poverty rate,approved,approved,Lowest share of workers in extreme poverty,Share of employed people living below the international poverty line.,94,86,86,Approved after clarity review with a plainer title and explicit description.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
ILOSTAT,EIP_NEET_SEX_RT_A,Lowest youth NEET rate,approved,approved,Lowest share of young people not working or in school,Share of young people who are not employed and are not in education or training.,94,86,86,Approved after clarity review with a plainer title and explicit description.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
ILOSTAT,LUU_XLU2_SEX_RT_A,Lowest labor underutilization,excluded,excluded,,,,,,Curated out: technical composite labor-underutilization measure is not intuitive enough for general players.,not_applicable,Previously excluded from the catalog.
ILOSTAT,EMP_XTRU_SEX_RT_A,Lowest time-related underemployment,excluded,excluded,,,,,,Curated out: narrow technical underemployment measure is too similar to broader labor-market categories.,not_applicable,Previously excluded from the catalog.
ILOSTAT,EMP_NIFL_SEX_RT_A,Lowest informal-employment rate,approved,approved,Lowest share of workers in informal jobs,Share of employed people whose jobs are not formally registered or protected.,94,86,86,Approved after clarity review with a plainer title and explicit description.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
ILOSTAT,SDG_0552_NOC_RT_A,Highest share of women in management,approved,approved,Highest share of women in management,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
ILOSTAT,HOW_UEES_SEX_NB_A,Longest average working week,approved,approved,Longest average working week,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
ILOSTAT,UNE_3EAP_SEX_AGE_DSB_RT_A,Lowest youth unemployment rate,approved,approved,Lowest youth unemployment rate,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
ILOSTAT,ILR_CBCT_NOC_RT_A,Highest collective-bargaining coverage,excluded,excluded,,,,,,Curated out: 2016 common year is too stale.,not_applicable,Previously excluded from the catalog.
Natural Earth,most-land-neighbors,Most land-border neighbors,approved,approved,Most land-border neighbors,,94,91,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,unavailable,No official external webpage publishes the exact GeoStats-derived country ranking.
Natural Earth,most-separate-land-areas,Most separate land areas,excluded,excluded,,,,,,Curated out: multipart-area count is sensitive to geometry treatment and is not intuitive enough for players.,not_applicable,Previously excluded from the catalog.
U.S. EIA,57:1,Most crude oil produced,approved,approved,Most crude oil produced,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
U.S. EIA,26:1,Most natural gas produced,approved,approved,Most natural gas produced,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
UN Comtrade,0803,Largest banana exports,approved,approved,Largest banana exports,,94,91,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
UN Comtrade,7108,Largest gold exports,approved,approved,Largest gold exports,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
UN Comtrade,0902,Largest tea exports,approved,approved,Largest tea exports,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
UN Comtrade,1801,Largest cocoa-bean exports,approved,approved,Largest cocoa-bean exports,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
UN Comtrade,2709,Largest crude-oil exports,approved,approved,Largest crude-oil exports,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
UN Comtrade,1001,Largest wheat exports,approved,approved,Largest wheat exports,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
UNESCO UIS,XGDP.FSGOV,Highest education spending share of GDP,approved,approved,Highest education spending share of GDP,,86,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,"The UIS browser is readable, but the current importer does not provide a proven shareable page with this exact indicator selected."
UNESCO UIS,GER.2T3,Highest secondary-school enrollment,excluded,excluded,,,,,,Curated out: gross-enrollment ratios can exceed 100 percent and are less intuitive than completion measures.,not_applicable,Previously excluded from the catalog.
UNESCO UIS,GTVP.2T3.V,Highest vocational enrollment share,approved,approved,Highest vocational-education share,Share of secondary students enrolled in vocational programs.,94,86,86,Approved after clarity review with a plainer title and explicit description.,needs_exact_url,"The UIS browser is readable, but the current importer does not provide a proven shareable page with this exact indicator selected."
UNESCO UIS,ROFST.1.CP,Lowest primary out-of-school rate,excluded,excluded,,,,,,Curated out: near-inverse of the retained primary-school completion category.,not_applicable,Previously excluded from the catalog.
UNESCO UIS,GER.5T8,Highest tertiary enrollment,excluded,excluded,,,,,,Curated out: gross-enrollment ratios can exceed 100 percent and are less intuitive than completion measures.,not_applicable,Previously excluded from the catalog.
UNESCO UIS,26637,Most international students hosted,approved,approved,Most international students hosted,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,"The UIS browser is readable, but the current importer does not provide a proven shareable page with this exact indicator selected."
UNESCO UIS,MOR.5T8.40505,Highest outbound student mobility,approved,approved,Highest share of students studying abroad,Students studying abroad as a share of all students from that country.,94,86,86,Approved after clarity review with a plainer title and explicit description.,needs_exact_url,"The UIS browser is readable, but the current importer does not provide a proven shareable page with this exact indicator selected."
UNESCO UIS,SCHBSP.1.WCOMPUT,Highest school computer access,approved,approved,Highest school computer access,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,"The UIS browser is readable, but the current importer does not provide a proven shareable page with this exact indicator selected."
UNESCO UIS,FOSGP.5T8.F500600700,Highest STEM graduate share,approved,approved,Highest STEM graduate share,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,"The UIS browser is readable, but the current importer does not provide a proven shareable page with this exact indicator selected."
UNESCO UIS,SCHBSP.1.WINTERN,Highest school internet access,approved,approved,Highest school internet access,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,"The UIS browser is readable, but the current importer does not provide a proven shareable page with this exact indicator selected."
UNESCO UIS,REPR.1.G1.CP,Lowest primary-school repetition rate,excluded,excluded,,,,,,Curated out: 2016 comparison year is too stale.,not_applicable,Previously excluded from the catalog.
UNESCO UIS,SCHBSP.1.WELEC,Highest school electricity access,approved,approved,Highest school electricity access,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,"The UIS browser is readable, but the current importer does not provide a proven shareable page with this exact indicator selected."
UNESCO UIS,SR.1.GLAST.CP,Highest survival to the last grade of primary school,excluded,excluded,,,,,,Curated out: too similar to the retained primary-school completion category.,not_applicable,Previously excluded from the catalog.
UNESCO UIS,RESDEN.INHAB.TFTE,Most researchers per million people,approved,approved,Most researchers per million people,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,"The UIS browser is readable, but the current importer does not provide a proven shareable page with this exact indicator selected."
UNESCO UIS,SCHBSP.1.WWASH,Highest school handwashing access,excluded,excluded,,,,,,Curated out: redundant with school sanitation and drinking-water access.,not_applicable,Previously excluded from the catalog.
UNESCO UIS,READ.LOWERSEC,Highest lower-secondary reading proficiency,approved,approved,Highest lower-secondary reading proficiency,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,"The UIS browser is readable, but the current importer does not provide a proven shareable page with this exact indicator selected."
UNESCO UIS,SCHBSP.1.WTOILA,Highest school sanitation access,approved,approved,Highest school sanitation access,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,"The UIS browser is readable, but the current importer does not provide a proven shareable page with this exact indicator selected."
UNESCO UIS,SCHBSP.1.WWATA,Highest school drinking-water access,approved,approved,Highest school drinking-water access,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,"The UIS browser is readable, but the current importer does not provide a proven shareable page with this exact indicator selected."
UNESCO UIS,LR.AG15T24,Highest youth literacy rate,approved,approved,Highest youth literacy rate,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,"The UIS browser is readable, but the current importer does not provide a proven shareable page with this exact indicator selected."
UNESCO UIS,MATH.LOWERSEC,Highest lower-secondary mathematics proficiency,approved,approved,Highest lower-secondary mathematics proficiency,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,"The UIS browser is readable, but the current importer does not provide a proven shareable page with this exact indicator selected."
UNESCO UIS,MATH.PRIMARY,Highest primary mathematics proficiency,excluded,excluded,,,,,,Curated out: older and too similar to the retained lower-secondary mathematics category.,not_applicable,Previously excluded from the catalog.
UNESCO UIS,LR.AG15T99,Highest adult literacy rate,excluded,excluded,,,,,,Curated out: older and lower-coverage than youth literacy.,not_applicable,Previously excluded from the catalog.
UNESCO UIS,READ.PRIMARY,Highest primary reading proficiency,excluded,excluded,,,,,,Curated out: lower coverage and too similar to the retained lower-secondary reading category.,not_applicable,Previously excluded from the catalog.
UNHCR,population:coa:stateless,Most stateless people,approved,approved,Most stateless people,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
UNHCR,solutions:coo:returned_refugees,Most refugees returned home,approved,approved,Most refugees returned home,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
UNHCR,population:coa:idps,Most internally displaced people,approved,approved,Most internally displaced people,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
UNHCR,population:coa:oip,Most other people needing international protection,excluded,excluded,,,,,,Curated out: broad residual protection category is not sufficiently intuitive or comparable.,not_applicable,Previously excluded from the catalog.
UNHCR,solutions:coa:returned_idps,Most internally displaced people returned,excluded,excluded,,,,,,Curated out: very low coverage and a narrow flow measure.,not_applicable,Previously excluded from the catalog.
WHO,WSH_WATER_SAFELY_MANAGED,Highest safely managed drinking-water access,approved,approved,Highest safely managed drinking-water access,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
WHO,WSH_SANITATION_SAFELY_MANAGED,Highest safely managed sanitation access,approved,approved,Highest safely managed sanitation access,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
WHO,WHOSIS_000001,Highest life expectancy,excluded,excluded,,,,,,Curated out: duplicate of the retained higher-coverage World Bank life-expectancy category.,not_applicable,Previously excluded from the catalog.
WHO,HWF_0006,Highest nurse and midwife density,approved,approved,Highest nurse and midwife density,,91,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
WHO,HWF_0001,Highest doctor density,approved,approved,Highest doctor density,,91,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
WHO,WHOSIS_000002,Highest healthy life expectancy,excluded,excluded,,,,,,Curated out: too similar to life expectancy and less intuitive for general players.,not_applicable,Previously excluded from the catalog.
WHO,HWF_0014,Highest pharmacist density,excluded,excluded,,,,,,Curated out: narrower and less recognizable than retained doctor and nurse-density measures.,not_applicable,Previously excluded from the catalog.
WHO,UHC_AVAILABILITY_SCORE,Highest universal-health-coverage score,excluded,excluded,,,,,,Curated out: composite score is less transparent and interpretable than direct health-access measures.,not_applicable,Previously excluded from the catalog.
WHO,NCD_HYP_PREVALENCE_A,Lowest high-blood-pressure rate,approved,approved,Lowest high-blood-pressure rate,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
