tracker_id,scope_type,category_title,domain,experience_bucket,semantic_family,source_candidate,source_indicator,common_year,country_coverage,integrity,user_note,requested_action,research_status,implementation_status,final_disposition,blocker_or_reason,source_url,validation_requirements,generation_priority_candidate
candidate:033,new_or_repair_candidate,Largest capital-city share of population,Physical geography,,,UN / World Bank urban data,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Requires same-year capital population and national population.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:034,new_or_repair_candidate,Highest-elevation capital,Physical geography,,,Authoritative geographic reference,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Stable physical fact; require reproducible source.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:035,new_or_repair_candidate,Northernmost capital,Physical geography,,,Natural Earth populated places / authoritative capital coordinates,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Stable coordinate derivation.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:036,new_or_repair_candidate,Southernmost capital,Physical geography,,,Natural Earth populated places / authoritative capital coordinates,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Stable coordinate derivation.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:037,new_or_repair_candidate,Capital closest to the Equator,Physical geography,,,Natural Earth populated places / authoritative capital coordinates,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Distance by absolute latitude.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:038,new_or_repair_candidate,Hottest country by annual mean temperature,Climate,,,World Bank Climate Change Knowledge Portal,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,"Use documented historical climatology, not record temperature.",,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:039,new_or_repair_candidate,Coldest country by annual mean temperature,Climate,,,World Bank Climate Change Knowledge Portal,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Use documented historical climatology.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:040,new_or_repair_candidate,Wettest country by annual precipitation,Climate,,,World Bank Climate Change Knowledge Portal,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Use annual climatological precipitation; exact period documented.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:041,new_or_repair_candidate,Driest country by annual precipitation,Climate,,,World Bank Climate Change Knowledge Portal,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Use annual climatological precipitation; exact period documented.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:042,new_or_repair_candidate,Highest temperature seasonality,Climate,,,WorldClim / CCKP,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Require comparable global climatology and clear metric.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:043,new_or_repair_candidate,Lowest temperature seasonality,Climate,,,WorldClim / CCKP,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Require comparable global climatology and clear metric.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,specialty
candidate:044,new_or_repair_candidate,Largest annual temperature range,Climate,,,WorldClim / CCKP,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,"Define climatological range, not record extremes.",,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:045,new_or_repair_candidate,Most tropical country,Climate,,,Köppen-Geiger / geospatial climate dataset,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Define tropical share from one global classification.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:046,new_or_repair_candidate,Most arid country,Climate,,,Köppen-Geiger / aridity dataset,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Define arid share/metric precisely.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:047,new_or_repair_candidate,Highest average wind speed,Climate,,,Validated global climate dataset,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Ship only if global country comparability is defensible.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,specialty
candidate:048,new_or_repair_candidate,Most sunshine,Climate,,,Validated global climate dataset,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Ship only if global country comparability is defensible.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:049,new_or_repair_candidate,Largest share in tropical Köppen climates,Climate,,,Köppen-Geiger,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Raster/polygon aggregation.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:050,new_or_repair_candidate,Largest share in arid Köppen climates,Climate,,,Köppen-Geiger,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Raster/polygon aggregation.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:051,new_or_repair_candidate,Highest rainfall variability,Climate,,,Validated climate time series,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Define variability period/statistic.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,specialty
candidate:052,new_or_repair_candidate,Lowest rainfall variability,Climate,,,Validated climate time series,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Define variability period/statistic.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,specialty
candidate:053,new_or_repair_candidate,Largest population,Population & demographics,,,UN World Population Prospects / World Bank,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Avoid duplicate with existing WDI category; use authoritative current estimated year.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:054,new_or_repair_candidate,Highest population density,Population & demographics,,,UN World Population Prospects / World Bank,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Existing category may already cover; reconcile duplicate.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:055,new_or_repair_candidate,Lowest population density,Population & demographics,,,UN World Population Prospects,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Require meaningful nonzero population/country geometry.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:056,new_or_repair_candidate,Highest male share of population,Population & demographics,,,UN World Population Prospects,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Derive male population / total population from same UN WPP row.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:057,new_or_repair_candidate,Highest female share of population,Population & demographics,,,UN World Population Prospects,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Derive female population / total population from same UN WPP row.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:058,new_or_repair_candidate,Most men per 100 women,Population & demographics,,,UN World Population Prospects,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Use PopSexRatio directly where defined.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:059,new_or_repair_candidate,Most women per 100 men,Population & demographics,,,UN World Population Prospects,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Invert/low-rank same sex-ratio source; avoid redundant board family.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:060,new_or_repair_candidate,Youngest population,Population & demographics,,,UN World Population Prospects,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Lowest median age.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:061,new_or_repair_candidate,Oldest population,Population & demographics,,,UN World Population Prospects,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Highest median age.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:062,new_or_repair_candidate,Largest child share,Population & demographics,,,UN World Population Prospects,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Use consistent age band such as 0-14.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:063,new_or_repair_candidate,Largest working-age share,Population & demographics,,,UN World Population Prospects,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Use consistent age band such as 15-64.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:064,new_or_repair_candidate,Largest 65+ share,Population & demographics,,,UN World Population Prospects,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Use consistent age band.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:065,new_or_repair_candidate,Highest urban share,Population & demographics,,,World Bank / UN DESA,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Existing WDI may already cover; reconcile duplicate.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:066,new_or_repair_candidate,Highest rural share,Population & demographics,,,World Bank / UN DESA,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Existing WDI may already cover; reconcile duplicate.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:067,new_or_repair_candidate,Fastest population growth,Population & demographics,,,UN World Population Prospects / World Bank,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Repair target already exists; prefer verified current source.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:068,new_or_repair_candidate,Fastest population decline,Population & demographics,,,UN World Population Prospects,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Use most recent estimated annual growth rate; negative values.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:069,new_or_repair_candidate,Largest immigrant share,Population & demographics,,,UN DESA International Migrant Stock,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Require recent comparable stock data.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:070,new_or_repair_candidate,Largest emigrant share,Population & demographics,,,UN DESA International Migrant Stock,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Need denominator and origin-country stock definition.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:071,new_or_repair_candidate,Largest international migrant population,Population & demographics / High-value repairs,,,UN DESA International Migrant Stock / UN DESA / World Bank,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Existing repair target; re-source if needed. | Existing repair target; duplicate with demographic research; reconcile.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:072,new_or_repair_candidate,Highest fertility rate,Population & demographics,,,UN World Population Prospects / World Bank,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Existing WDI likely playable; reconcile duplicate.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:073,new_or_repair_candidate,Lowest fertility rate,Population & demographics,,,UN World Population Prospects,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Same source/year as high fertility.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:074,new_or_repair_candidate,Highest life expectancy,Population & demographics / High-value repairs,,,UN World Population Prospects / World Bank / World Bank / UN WPP,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Repair high-value existing concept. | Existing repair target; duplicate with demographic research; reconcile.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:075,new_or_repair_candidate,Lowest infant mortality,Population & demographics,,,UN World Population Prospects / World Bank,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Existing concept may exist; reconcile.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:076,new_or_repair_candidate,First men's FIFA World Cup appearance,History,,,FIFA / RSSSF corroboration,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Map current sovereigns carefully; predecessor-state policy required.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:077,new_or_repair_candidate,First modern Olympic appearance,History,,,IOC / Olympedia corroboration,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Map current sovereigns carefully; predecessor-state policy required.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:078,new_or_repair_candidate,First Winter Olympic appearance,History,,,IOC / Olympedia corroboration,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Same successor-state policy.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:079,new_or_repair_candidate,First Olympic medal,History,,,IOC / Olympedia corroboration,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Same successor-state policy.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:080,new_or_repair_candidate,First Olympic gold medal,History,,,IOC / Olympedia corroboration,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Same successor-state policy.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:081,new_or_repair_candidate,First FIFA World Cup win,History,,,FIFA,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Define first match win at final tournament.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:082,new_or_repair_candidate,First satellite launch,History,,,UNOOSA / NASA / authoritative spaceflight reference,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Define national attribution: launching state vs satellite owner; avoid ambiguity.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:083,new_or_repair_candidate,First successful national orbital launch,History,,,UNOOSA / authoritative launch records,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Distinct from first satellite; require national-launch capability definition.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:084,new_or_repair_candidate,First citizen in space,History,,,FAI / space agency reference,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Citizenship attribution at flight date.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:085,new_or_repair_candidate,Oldest current national flag,History,,,Britannica / government flag histories,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Rank by adoption date of current design; handle gradual design changes.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:086,new_or_repair_candidate,Most recently adopted current national flag,History,,,Britannica / government flag histories,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Same exact current-design definition.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:087,new_or_repair_candidate,Most recently changed capital,History,,,Britannica / government histories,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Date current capital formally adopted or moved.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:088,new_or_repair_candidate,Oldest continuously used capital,History,,,Britannica / academic reference,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,High ambiguity; ship only if defensible.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,specialty
candidate:089,new_or_repair_candidate,Most recently became independent,History,,,IPU / UN,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Existing category; preserve if validated.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:090,new_or_repair_candidate,Most recently became a republic,History,,,Britannica / constitutional histories,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Define current republic status and transition date.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:091,new_or_repair_candidate,Abolition of slavery,History,,,Britannica / academic legal-history dataset,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Define complete legal abolition; dates can be multi-stage.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:092,new_or_repair_candidate,Oldest current currency,History,,,IMF / central-bank histories,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Define current currency introduction and redenominations.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:093,new_or_repair_candidate,Oldest current national anthem,History,,,Britannica / government sources,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Define official adoption of current anthem.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:094,new_or_repair_candidate,Most recently admitted to the UN,History,,,United Nations,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Existing validated category; retain.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:095,new_or_repair_candidate,First national census,History,,,UN Statistics / Britannica,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Global chronology may be incomplete.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,specialty
candidate:096,new_or_repair_candidate,First railway,History,,,Britannica / transport histories,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Define first public railway in current borders.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:097,new_or_repair_candidate,Oldest university still operating,History,,,UNESCO / Britannica / university histories,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Define continuous operation and current borders.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:098,new_or_repair_candidate,First female head of government,History,,,UN Women / IPU,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Globally definable event; distinguish acting/interim.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:099,new_or_repair_candidate,First female head of state,History,,,UN Women / IPU,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Globally definable event; distinguish monarchs vs elected heads if needed.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:100,new_or_repair_candidate,Oldest current constitution,History,,,Constitute Project,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Existing repair target; current in-force constitution adoption.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:101,new_or_repair_candidate,Most recently adopted current constitution,History,,,Constitute Project,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Same current in-force definition.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:102,new_or_repair_candidate,Earliest universal women's suffrage,History,,,IPU,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Existing repair target; define national universal suffrage.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:103,new_or_repair_candidate,Latest universal women's suffrage,History,,,IPU,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Same source/definition.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:104,new_or_repair_candidate,Earliest universal male suffrage,History,,,IPU / academic dataset,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Definition review required.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,specialty
candidate:105,new_or_repair_candidate,First multiparty national election,History,,,V-Dem / IDEA / academic political-history source,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Requires defensible global coverage.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,specialty
candidate:106,new_or_repair_candidate,First peaceful electoral transfer of power,History,,,V-Dem / academic source,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Likely too interpretive; track and reject if not objective.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,specialty
candidate:107,new_or_repair_candidate,First newspaper,History,,,Britannica / national histories,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Global comparability uncertain.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,specialty
candidate:108,new_or_repair_candidate,First regular radio service,History,,,ITU / national histories,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Definition/coverage review.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:109,new_or_repair_candidate,First regular television service,History,,,ITU / national histories,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Definition/coverage review.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:110,new_or_repair_candidate,First internet connection,History,,,Internet Society / academic history,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Global chronology/source review.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:111,new_or_repair_candidate,First commercial nuclear power plant,History,,,IAEA,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Objective globally documented event.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:112,new_or_repair_candidate,First national park,History,,,Protected Planet / government histories,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Define legally designated national park.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:113,new_or_repair_candidate,Most languages spoken,Religion & culture,,,Ethnologue / Glottolog / authoritative linguistic dataset,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,License and definition scrutiny required.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:114,new_or_repair_candidate,Highest linguistic diversity,Religion & culture,,,Ethnologue / academic diversity index,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Composite metric; ship only if transparent/objective.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:115,new_or_repair_candidate,Most UNESCO intangible cultural heritage elements,Religion & culture,,,UNESCO,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Official count; category should be broad enough to be guessable.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:116,new_or_repair_candidate,Largest film production,Religion & culture,,,UNESCO UIS,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Need globally comparable recent film counts.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:117,new_or_repair_candidate,Most books published,Religion & culture,,,UNESCO / national bibliographic statistics,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Coverage may be weak; strict gate.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,specialty
candidate:118,new_or_repair_candidate,Most books published per person,Religion & culture,,,UNESCO / national bibliographic statistics,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Derived only if same-year/global enough.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,specialty
candidate:119,new_or_repair_candidate,Most volcanoes,Geology & natural hazards,,,Smithsonian Global Volcanism Program,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Existing validated category.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
